Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (? Cr)
12-Feb-21,12531.35,12571,12443.05,12508.55,2429004433,67132.57
15-Feb-21,12592,12648.7,12576.7,12632.05,2190272365,64069.92
16-Feb-21,12679.65,12724.55,12580.95,12647.2,2735370962,72223.05
17-Feb-21,12631.1,12669.85,12561.55,12597.45,3441423674,72214.73
18-Feb-21,12633.3,12655.4,12535.65,12565.7,3895779526,76252.99
19-Feb-21,12540.85,12592.5,12360.7,12438.8,4127496879,78774.5
22-Feb-21,12457.25,12471.65,12174.6,12212.55,2744803727,69475.12
23-Feb-21,12294.3,12356.45,12190.65,12263.7,2791764312,71585.98
24-Feb-21,12299.55,12470.2,12294.85,12455.2,1820862847,42589.87
25-Feb-21,12543.5,12615.4,12533.3,12567.85,3273662422,79703.83
26-Feb-21,12401.05,12449,12134.5,12181.4,4142697769,109138.34
01-Mar-21,12316.3,12395.8,12271.85,12368.3,2891251630,61715.18
02-Mar-21,12458.35,12548.2,12385.95,12519.4,2938298409,68999.03
03-Mar-21,12635.85,12781.85,12603.05,12764.8,2957966799,72981.56
04-Mar-21,12607.55,12771.1,12589.75,12688.85,3126112147,75056.1
05-Mar-21,12621.95,12697.05,12478.45,12539,2792554205,70212.48
08-Mar-21,12607.05,12682.55,12534.75,12558.95,2155684470,55054.02
09-Mar-21,12638.4,12679.65,12494.6,12617.2,2352080501,65364.08
10-Mar-21,12705.1,12722.6,12627.8,12691.35,1672894209,48878.51
12-Mar-21,12806.15,12816.15,12534.45,12593.9,2326915273,61401.39
15-Mar-21,12623.05,12624.3,12364.95,12510.15,2056747402,53137.8
16-Mar-21,12564.8,12601.05,12487.8,12512.7,1862226535,52664.38
17-Mar-21,12540.15,12546.55,12301.15,12319.9,1936540698,53994.72
18-Mar-21,12426.9,12449.85,12100.6,12174.45,2309132011,58593.43
19-Mar-21,12096.8,12342.3,11951.4,12314.5,3133136265,87306.66
22-Mar-21,12322.75,12360.45,12235.6,12338.6,1849339040,53789.96
23-Mar-21,12375.4,12462,12340.3,12417.3,1926922396,57635.9
24-Mar-21,12346.05,12390.6,12183.7,12197.2,1908995087,53495.21
25-Mar-21,12218.8,12221.55,11939,11993.3,2802712837,63726.51
26-Mar-21,12134.75,12191.95,12072.2,12148.9,2170641369,53189.01
30-Mar-21,12256,12404.25,12249,12387.9,2336893708,63039.57
31-Mar-21,12376.8,12376.8,12298.7,12313.7,2008833931,53428.44
01-Apr-21,12401.35,12492.55,12334.35,12479,2021172288,54655.32
05-Apr-21,12463.7,12466.25,12149.4,12298.6,2057526125,61651.48
06-Apr-21,12374.7,12422.85,12254.95,12358.1,1917914043,61222.5
07-Apr-21,12389.25,12510.7,12347.7,12481.3,1911252584,67793.48
08-Apr-21,12533.45,12624.25,12501.25,12541.65,2111913287,66804.75
09-Apr-21,12552.9,12591.95,12490,12527.4,2069618262,66230.36
12-Apr-21,12357.35,12361.4,11978.45,12024.1,2853601038,79803.24
13-Apr-21,12068.05,12201.55,12006.7,12186.7,2257222951,69260.28
15-Apr-21,12189.8,12248.9,12055.15,12237.6,2024986303,67074.86
16-Apr-21,12261.9,12358.55,12232.4,12298.05,1810544991,62695.56
19-Apr-21,12032.75,12094.55,11923.2,12076.45,1945295130,63782.02
20-Apr-21,12213.55,12232.85,11981.35,12055.4,1777906078,65408.94
22-Apr-21,11997.2,12147.5,11950.65,12132.05,1916024238,65923.2
23-Apr-21,12086.2,12199.4,12044.9,12105.6,1930597068,60796.55
26-Apr-21,12197.1,12263.6,12180.85,12216.85,1735708291,59768.26
27-Apr-21,12238.55,12374,12232.8,12362.55,1877031126,60504.3
28-Apr-21,12422.5,12537.05,12412,12517.95,1839783717,68348.98
29-Apr-21,12613.8,12659.4,12471.9,12532.8,2168487693,70290.87
30-Apr-21,12425.8,12524.1,12341.2,12364.35,2316126882,74470.43
03-May-21,12256.85,12419,12210.55,12395.25,2256217808,63640.27
04-May-21,12457.4,12487.15,12272.35,12300.45,3022137410,70935.12
05-May-21,12394.85,12426.95,12319.25,12413,2181353931,64500.97
06-May-21,12465.7,12514.1,12407.65,12501.9,2191078445,66827.88
07-May-21,12579.9,12600.15,12527.35,12563.1,2435019294,69579.21
10-May-21,12649.45,12685.8,12625.9,12669.9,2882079729,70856.54
11-May-21,12559.95,12675.2,12538.65,12642.25,3564743840,74642.65
12-May-21,12646.25,12646.95,12496.65,12537.95,4019085401,78524.82
14-May-21,12595.15,12595.35,12408.1,12472.15,2899284653,78785.73
17-May-21,12544.55,12683.8,12511.3,12672.1,2392678561,70091.85
18-May-21,12794.95,12855.6,12783.15,12839.1,2405078400,73238.28
19-May-21,12816.55,12882.5,12791.15,12809,2394147136,67445.58
20-May-21,12831.3,12854.65,12718.2,12736.45,2605400606,66420.25
21-May-21,12815.55,12929.05,12803.15,12917.85,2538873675,69247.44
24-May-21,12963,13003.6,12912.25,12962.45,2882282221,71147.71
25-May-21,13045.4,13046.15,12929.15,12963,2492182987,66290.17
26-May-21,13010,13043.85,12954.15,13022.2,2350393146,61306.73
27-May-21,13052.85,13091.35,13007.15,13066.25,3489793562,113147.86
28-May-21,13134.7,13160.35,13098.85,13117.05,2510755416,66964.62
31-May-21,13135.85,13244.4,13080.65,13226.35,2265613485,65470.27
01-Jun-21,13274.25,13292.4,13164.85,13210.4,2090101215,57748.29
02-Jun-21,13183.8,13290.7,13177.8,13274.25,2640938099,67649.08
03-Jun-21,13347.05,13392.75,13332,13380.5,2703707920,66817.65
04-Jun-21,13412.75,13433.6,13352.15,13393.9,3073781029,66385.49
07-Jun-21,13454.1,13498.3,13418.5,13479.65,3342703144,68114.08
08-Jun-21,13510.05,13513.05,13420.55,13496.55,2765882510,65971.98
09-Jun-21,13532.2,13569.75,13333.85,13396.4,3364690736,75642.56
10-Jun-21,13458.65,13524.85,13431.25,13517.2,2587040404,60361.37
11-Jun-21,13577.05,13601,13513.85,13563.85,2690887678,60782.83
14-Jun-21,13551.75,13565,13342.4,13554.15,2886671368,68327.79
15-Jun-21,13601.35,13634.35,13587.75,13607.8,2288096967,57941.46
16-Jun-21,13595.1,13621.65,13487.15,13510.6,2247315219,57685.75
17-Jun-21,13405.9,13520.9,13372.4,13425.15,2299073612,63158.73
18-Jun-21,13471.9,13474.95,13155.55,13386.55,3643105417,88605.41
21-Jun-21,13240.9,13468.8,13221.05,13456.1,2605848877,53661.41
22-Jun-21,13543.4,13589.65,13473.35,13491.1,2643719995,57648.96
23-Jun-21,13570.1,13570.2,13412.45,13423.35,2587101997,57257.29
24-Jun-21,13460.8,13486.75,13434.5,13468.25,1928526726,55307.22
25-Jun-21,13512.15,13549.1,13471,13539.4,2381374446,55701.55
28-Jun-21,13589.75,13589.85,13515.05,13533.05,2291881613,47878.33
29-Jun-21,13535.55,13567.8,13461.25,13481.95,2121753668,54035.18
30-Jun-21,13513.25,13552.95,13462.2,13473.55,2225442810,50622.76
01-Jul-21,13504.7,13505.05,13441.55,13454.1,2051043540,45774.33
02-Jul-21,13480.3,13506.1,13435.25,13494.45,1807176403,51592.52
05-Jul-21,13558.4,13593.5,13536.9,13585.75,1986517476,47617.14
06-Jul-21,13579.15,13661.9,13561.75,13574.15,2228290078,57235.09
07-Jul-21,13577.5,13644.45,13542.05,13631,1791166691,51218.9
08-Jul-21,13627.7,13660.85,13488.1,13532.7,1869770413,48147.66
09-Jul-21,13513.5,13545.65,13470.2,13527.95,1565534299,44766.74
12-Jul-21,13603.6,13620.15,13512.7,13549,1809425539,46644.61
13-Jul-21,13633.1,13635.55,13580.45,13628.85,1537130204,46487.8
14-Jul-21,13638.3,13678.8,13606.35,13661.1,1353870470,49268.75
15-Jul-21,13686.35,13738.6,13677.35,13720.35,1622455717,53743.55
16-Jul-21,13756.75,13761.1,13706.5,13742.35,2078937086,55661.88
19-Jul-21,13624.3,13693.35,13573.65,13619.85,2356465289,53110.52
20-Jul-21,13594.85,13614.75,13437.15,13495.6,1799075026,53438.44
22-Jul-21,13592.4,13678.95,13590.3,13670.2,2171789245,57314.59
23-Jul-21,13711.25,13728.4,13629.65,13687,2597135759,52167.58
26-Jul-21,13692.2,13731.1,13648.45,13675.1,1796617659,50549.89
27-Jul-21,13715.15,13740.9,13569.35,13610.3,1838503854,59056.91
28-Jul-21,13631.55,13631.55,13409.1,13579.15,2019384906,58034.77
29-Jul-21,13631.5,13668.9,13608.9,13643.75,2106240301,63057.64
30-Jul-21,13671.55,13739.7,13635.45,13664.25,2157998197,67848.1
02-Aug-21,13759.8,13789.9,13732.85,13783.7,1946413673,56706.78
03-Aug-21,13840.6,13950.25,13817.9,13939.2,2412772263,59571.47
04-Aug-21,13998.05,14045.05,13944.1,13969.35,3150952388,67736.4
05-Aug-21,14000.9,14003.1,13891.7,13981.55,3957455172,60441.22
06-Aug-21,13996.6,14029.8,13946.05,13954.65,2805276830,55850.76
09-Aug-21,13993.6,14007.55,13870.25,13935.05,2356923244,48193.83
10-Aug-21,13957.6,13996.85,13809.45,13892.75,1935174359,53300.35
11-Aug-21,13924.05,13938.6,13716.7,13876.55,1971251665,53701.03
12-Aug-21,13901.1,13979.85,13884.05,13971.95,1493031479,48262.78
13-Aug-21,13997.75,14079.65,13991.7,14065.3,1557284734,54314.73
16-Aug-21,14063.75,14087.4,14016.75,14070.8,1309598249,44544.58
17-Aug-21,14063.9,14123.6,14010.9,14113.1,1569484678,57382.99
18-Aug-21,14171.05,14186.5,14072,14095.55,1753353294,53018.39
20-Aug-21,13951.5,14047.9,13910.2,13943.95,1890113076,61332.79
23-Aug-21,14063.35,14063.5,13841,13930.55,2034607070,55351.48
24-Aug-21,13986.95,14075.9,13942.5,14063.25,1610603086,53255.51
